id,created_at,empresa_id,DSProcesso,sincEventos,area,ano_dsprocesso
706,1690649595828,12,830.756/2020,1705923610945,,
707,1690667003584,12,890.030/2020,1723816896448,,
708,1690758778743,12,831.524/2020,1705924502242,,
709,1690850206882,12,832.093/2023,1710880665865,,
710,1690850206882,12,832.092/2023,1710880665477,,
711,1690888638089,12,846.105/2009,1705924634246,,
712,1690888638089,12,846.106/2009,1705957619696,,
713,1690888742623,12,846.107/2009,1705922971466,,
714,1690888742623,12,846.108/2009,1705924070449,,
715,1690888742623,12,846.132/2015,1705924662944,,
716,1690888742623,12,846.133/2015,1705922929246,,
717,1690888742623,12,846.134/2015,1705923368041,,
718,1690888742623,12,846.135/2015,1705923540546,,
719,1690888742623,12,846.153/2013,1705922924246,,
720,1690888742623,12,846.154/2013,1705923031247,,
721,1690889008517,12,846.236/2016,1705923362255,,
722,1690889008517,12,846.237/2016,1713368924501,,
723,1690889176372,12,846.575/2011,1705923177043,,
724,1690889176372,12,846.582/2011,1705922843344,,
725,1690889196753,12,846.587/2011,1705923422352,,
726,1690889196753,12,846.588/2011,1705923027950,,
727,1690889725475,12,815.626/2008,1719252382817,,
728,1690889741049,12,815.625/2008,1719252369113,,
729,1690889759558,12,810.988/2011,1705957616691,,
730,1690889774540,12,810.702/2011,1705957612581,,
731,1690889790993,12,810.732/2005,1717183502617,,
732,1690889804840,12,831.798/2013,1705922995067,,
733,1690889841755,12,810.647/2008,1729614168344,,
734,1690889855190,12,810.636/2007,1729614167703,,
735,1690889868280,12,810.215/2010,1729614166561,,
736,1690889879040,12,810.345/2009,1729614165786,,
737,1690889929938,12,810.808/2008,1729614164994,,
738,1690889941585,12,810.520/2011,1729614164371,,
739,1690889953239,12,810.386/2011,1729614164020,,
740,1690889962268,12,810.385/2011,1729691143947,,
741,1690889986853,12,811.188/2011,1719252365115,,
742,1690890116538,12,300.654/2012,1705923954461,,
743,1690890129468,12,300.653/2012,1705922997450,,
744,1690890331333,12,890.277/2014,1719252362925,,
745,1690890331333,12,890.069/2015,1719252361623,,
746,1690890549740,12,860.114/2015,1705957545091,,
747,1690890549740,12,860.113/2015,1705957543492,,
748,1690890549740,12,860.112/2015,1723816895417,,
749,1690890570240,12,890.092/2017,1705923451641,,
750,1690890625067,12,890.263/2018,1709237628234,,
751,1690890625067,12,890.264/2018,1709237626521,,
752,1690890625067,12,890.305/1995,1705922695262,,
753,1690890625067,12,890.402/2016,1705922589054,,
754,1690890625067,12,890.403/2016,1705923061562,,
755,1690890625067,12,890.554/2012,1705957533889,,
756,1690890640341,12,890.229/2021,1705923240751,,
757,1690890651740,12,890.007/2021,1705923206153,,
758,1690890662538,12,890.109/2022,1705922808643,,
759,1690891764223,12,803.048/2019,1705957531482,,
760,1690891764223,12,864.012/2018,1710859196061,,
761,1690891764223,12,864.053/2021,1705923099048,,
762,1690891764223,12,864.071/2014,1723816892234,,
763,1690891764223,12,864.237/2014,1705922664981,,
764,1690891876488,12,800.170/1976,1718292231078,,
765,1690891944648,12,890.244/2015,1720887384755,,
766,1690891967838,12,890.223/2015,1720887382150,,
767,1690892008153,12,890.332/2006,1719252360723,,
768,1690892008153,12,890.381/1998,1705957530279,,
769,1690892008153,12,890.161/2004,1719252358323,,
770,1690892052311,12,890.274/2016,1705923309257,,
771,1690892052311,12,890.275/2016,1705922765544,,
772,1690892091639,12,850.720/2022,1720539257155,,
773,1690892185870,12,890.066/2022,1705922641751,,
774,1690892221878,12,890.100/2021,1705923154253,,
775,1690892241401,12,890.067/2022,1705922932756,,
776,1690892301536,12,826.275/2020,1726782128492,,
777,1690892571610,12,800.238/2016,1716272272607,,
778,1690892571610,12,800.240/2016,1716272271305,,
779,1690892571610,12,800.241/2016,1716272270198,,
780,1690892571610,12,800.247/2016,1716272268809,,
781,1690892590827,12,800.475/2016,1705923407354,,
782,1690892590827,12,800.474/2016,1705957522482,,
783,1690892590827,12,800.476/2016,1705957513679,,
784,1690892590827,12,800.477/2016,1705924259553,,
785,1690892773508,12,870.988/2020,1705922833044,,
786,1690892773508,12,870.989/2020,1719252354318,,
787,1690892773508,12,870.990/2020,1705923207748,,
788,1690892773508,12,870.991/2020,1705923296560,,
789,1690892773508,12,870.992/2020,1719252353417,,
790,1690892773508,12,870.993/2020,1719252352613,,
791,1690892773508,12,870.994/2020,1719252351312,,
792,1690892773508,12,870.995/2020,1719252350430,,
793,1690892773508,12,870.996/2020,1719252349420,,
794,1690892773508,12,870.997/2020,1719252348620,,
795,1690892773508,12,870.998/2020,1719252347826,,
796,1690892773508,12,870.999/2020,1719252346614,,
797,1690892773508,12,871.000/2020,1719252345818,,
798,1690892773508,12,871.001/2020,1719252345027,,
799,1690892773508,12,871.002/2020,1719252344316,,
800,1690892788285,12,871.003/2020,1719252343217,,
801,1690892788285,12,871.004/2020,1719252342517,,
802,1690892788285,12,871.005/2020,1719252341528,,
803,1690892788285,12,871.006/2020,1719252340626,,
804,1690892788285,12,871.007/2020,1719252339729,,
805,1690892788285,12,871.008/2020,1719252339028,,
806,1690892788285,12,871.009/2020,1719252338222,,
807,1690892788285,12,871.010/2020,1705922881546,,
808,1690892788285,12,871.011/2020,1705923969844,,
809,1690892788285,12,871.012/2020,1705923353355,,
810,1690892788285,12,871.013/2020,1705923295749,,
811,1690892788285,12,871.014/2020,1719252336721,,
812,1690892788285,12,871.015/2020,1705923127553,,
813,1690892788285,12,871.016/2020,1705922968256,,
814,1690892788285,12,871.017/2020,1705923293862,,
815,1690892804930,12,871.018/2020,1719252335826,,
816,1690892804930,12,871.019/2020,1719252334923,,
817,1690892804930,12,871.020/2020,1719252334018,,
818,1690892804930,12,871.021/2020,1719252333316,,
819,1690892804930,12,871.022/2020,1719252332413,,
820,1690892804930,12,871.023/2020,1719252330927,,
821,1690892804930,12,871.024/2020,1705923525455,,
822,1690892804930,12,871.025/2020,1720886733656,,
823,1690892804930,12,896.099/2020,1705922728053,,
824,1690892804930,12,896.100/2020,1705923162653,,
825,1690892804930,12,896.102/2020,1705922580161,,
826,1690892804930,12,896.103/2020,1705923384141,,
827,1690892804930,12,896.104/2020,1705923519248,,
828,1690892804930,12,896.105/2020,1705923228648,,
829,1690892804930,12,896.106/2020,1705922700641,,
830,1690893403363,12,896.107/2020,1705923527440,,
831,1690893403363,12,896.108/2020,1705922816048,,
832,1690893403363,12,896.109/2020,1705924540441,,
833,1690893403363,12,896.110/2020,1705922802044,,
834,1690893403363,12,896.111/2020,1705923387876,,
835,1690893403363,12,896.112/2020,1705923090246,,
836,1690893403363,12,896.113/2020,1705923392051,,
837,1690893403363,12,896.114/2020,1705923387055,,
838,1690893403363,12,896.116/2020,1705923543549,,
839,1690893403363,12,896.115/2020,1705924603344,,
840,1690893403363,12,896.117/2020,1705923386253,,
841,1690893403363,12,896.118/2020,1705924561245,,
842,1690893403363,12,896.119/2020,1705923541349,,
843,1690893403363,12,896.120/2020,1705922966467,,
844,1690893403363,12,896.121/2020,1705922520758,,
845,1690893718352,12,896.122/2020,1705923268952,,
846,1690893718352,12,896.123/2020,1705923237550,,
847,1690893718352,12,896.124/2020,1705923052059,,
848,1690893718352,12,896.125/2020,1705922890945,,
849,1690893718352,12,896.126/2020,1705923279848,,
850,1690893718352,12,896.127/2020,1705923010942,,
851,1690893718352,12,896.128/2020,1705924393448,,
852,1690893718352,12,896.129/2020,1705923026464,,
853,1690893718352,12,896.130/2020,1705922644651,,
854,1690893718352,12,896.131/2020,1705923529941,,
855,1690893718352,12,896.132/2020,1705924466441,,
856,1690893718352,12,896.133/2020,1705922747162,,
857,1690893718352,12,896.136/2020,1705922680053,,
858,1690893718352,12,896.137/2020,1705922803753,,
859,1690893718352,12,896.138/2020,1705924431152,,
860,1690893732158,12,896.139/2020,1705923535954,,
861,1690893732158,12,896.140/2020,1705922438156,,
862,1690893732158,12,896.141/2020,1705924646543,,
863,1690893732158,12,896.142/2020,1705922588745,,
864,1690893732158,12,896.143/2020,1705923959754,,
865,1690893732158,12,896.144/2020,1705922584053,,
866,1690893732158,12,896.145/2020,1705924562844,,
867,1690893732158,12,896.146/2020,1705922984155,,
868,1690893732158,12,896.147/2020,1705923458351,,
869,1690893732158,12,896.148/2020,1705924561956,,
870,1690893732158,12,896.149/2020,1705924560454,,
871,1690893732158,12,896.150/2020,1705923229546,,
872,1690893732158,12,896.151/2020,1705923122352,,
873,1690893732158,12,896.152/2020,1705922667458,,
874,1690893732158,12,896.153/2020,1705923069949,,
875,1690893747386,12,896.154/2020,1705922514841,,
876,1690893747386,12,896.155/2020,1705924552356,,
877,1690893747386,12,896.156/2020,1705923448055,,
878,1690893747386,12,896.157/2020,1705924542348,,
879,1690893747386,12,896.158/2020,1705922788645,,
880,1690893747386,12,896.159/2020,1705924660045,,
881,1690893747386,12,896.160/2020,1705924337144,,
882,1690893747386,12,896.161/2020,1705923285049,,
883,1690893747386,12,896.162/2020,1705923452449,,
884,1690893747386,12,896.163/2020,1705923056954,,
885,1690893747386,12,896.164/2020,1705922706159,,
886,1690893747386,12,896.165/2020,1705924614646,,
887,1690893747386,12,896.166/2020,1705922804655,,
888,1690893747386,12,896.167/2020,1705923310058,,
889,1690894565166,12,800.306/2020,1705923956054,,
890,1690894574537,12,800.307/2020,1705923361545,,
891,1690894679987,12,830.043/2017,1705924599142,,
892,1690894679987,12,830.500/2016,1723816891136,,
893,1690894679987,12,830.502/2016,1705922629776,,
894,1690894679987,12,830.504/2016,1712913704670,,
895,1690894679987,12,830.499/2016,1705922757669,,
896,1690894679987,12,830.501/2016,1705923144144,,
897,1690894679987,12,830.503/2016,1705957508007,,
898,1690894679987,12,830.781/2012,1705923318542,,
899,1690894686241,12,832.036/2016,1705922503855,,
900,1690894894238,12,850.326/2019,1705922856946,,
902,1690895143140,12,890.074/2017,1706008408091,,
903,1690895143140,12,890.922/2014,1705923182578,,
904,1690895143140,12,890.948/2014,1724093993517,,
905,1690895143140,12,890.963/2014,1705924309041,,
906,1690895143140,12,896.002/2017,1726576422148,,
907,1690895143140,12,896.406/2007,1726576420249,,
908,1690895143140,12,896.547/2012,1705923145769,,
909,1690895143140,12,896.548/2012,1726576404840,,
910,1690895143140,12,896.549/2012,1726576402841,,
911,1690895143140,12,896.551/2012,1726576398540,,
912,1690895143140,12,896.631/2009,1726576392034,,
913,1690896205553,12,890.103/2021,1705923119744,,
914,1690935838110,12,830.862/2010,1705924455641,,
915,1690935900211,12,832.224/2022,1705923524545,,
916,1690935943528,12,831.522/2022,1716989609723,,
917,1690936083208,12,867.350/2021,1705923569251,,
919,1691100913588,12,803.039/2023,1705922967152,,
920,1691100913588,12,864.458/2022,1705922525641,,
921,1691100913588,12,864.455/2022,1705923425341,,
922,1691100913588,12,864.454/2022,1705922428643,,
923,1691100913588,12,864.453/2022,1705924647745,,
924,1691100913588,12,864.452/2022,1705924049847,,
925,1691100913588,12,864.451/2022,1705923157243,,
926,1691100913588,12,864.449/2022,1705923206951,,
927,1691100913588,12,864.448/2022,1705922449950,,
928,1691100913588,12,864.447/2022,1705923360552,,
929,1691100913588,12,864.446/2022,1705924317944,,
930,1691100913588,12,864.445/2022,1705922878358,,
931,1691100913588,12,864.444/2022,1705923151248,,
932,1691100913588,12,864.273/2021,1705922929752,,
933,1691101033331,12,890.006/2018,1705922860558,,
934,1691101033331,12,890.193/2019,1705923980045,,
935,1691101283549,12,806.012/2020,1719252330113,,
936,1691101283549,12,870.029/2020,1705923177845,,
937,1691101283549,12,896.004/2020,1705957501694,,
938,1691101283549,12,896.016/2021,1705923240258,,
939,1691101283549,12,896.017/2021,1705924249051,,
940,1691101283549,12,896.018/2021,1705924652944,,
941,1691101283549,12,896.019/2021,1705923028846,,
942,1691101283549,12,896.027/2021,1705923821459,,
943,1691101283549,12,896.026/2021,1705923482750,,
944,1691101283549,12,896.025/2021,1705923056151,,
945,1691101283549,12,896.024/2021,1729617835676,,
946,1691101283549,12,896.023/2021,1705922982461,,
947,1691101283549,12,896.022/2021,1705924194541,,
948,1691101283549,12,896.021/2021,1727869243062,,
949,1691101304434,12,896.020/2021,1705922938544,,
950,1691101440423,12,896.028/2021,1705923298044,,
951,1691101440423,12,896.029/2021,1705924541647,,
952,1691101440423,12,896.030/2021,1729617835380,,
953,1691101440423,12,896.031/2021,1705922665887,,
954,1691101440423,12,896.032/2021,1705924130242,,
955,1691101440423,12,896.033/2021,1705923167446,,
956,1691101440423,12,896.034/2021,1705922791956,,
957,1691101440423,12,896.035/2021,1705922564253,,
958,1691101440423,12,896.036/2021,1705923910047,,
959,1691101440423,12,896.037/2021,1705922760276,,
960,1691101440423,12,896.038/2021,1705922824361,,
961,1691101440423,12,896.039/2021,1705923107041,,
962,1691101440423,12,896.040/2021,1705923377341,,
963,1691101473509,12,896.055/2021,1705922926448,,
964,1691101473509,12,896.052/2021,1705923282954,,
965,1691101473509,12,896.054/2021,1705923087447,,
966,1691101473509,12,896.053/2021,1705923289142,,
967,1691101473509,12,896.051/2021,1705923160647,,
968,1691101473509,12,896.050/2021,1705923427057,,
969,1691101473509,12,896.049/2021,1705924240944,,
970,1691101473509,12,896.048/2021,1705924567854,,
971,1691101473509,12,896.047/2021,1705922998348,,
972,1691101473509,12,896.046/2021,1705923416853,,
973,1691101473509,12,896.045/2021,1705923572360,,
974,1691101473509,12,896.044/2021,1705922729646,,
975,1691101473509,12,896.043/2021,1705923105954,,
976,1691101473509,12,896.042/2021,1705924043948,,
977,1691101473509,12,896.041/2021,1705923001148,,
978,1691101548504,12,896.063/2021,1705924175357,,
979,1691101548504,12,896.062/2021,1729617835152,,
980,1691101548504,12,896.061/2021,1705923148849,,
981,1691101548504,12,896.060/2021,1705922868546,,
982,1691101548504,12,896.059/2021,1705923360251,,
983,1691101548504,12,896.058/2021,1705923300748,,
984,1691101548504,12,896.057/2021,1705922845151,,
985,1691101548504,12,896.056/2021,1705922579351,,
986,1691101774335,12,850.296/2015,1705922767944,,
987,1691101774335,12,896.057/2020,1705922635459,,
988,1691101774335,12,800.115/2020,1725555953474,,
989,1691101787032,12,830.297/2023,1705923366641,,
990,1691101939116,12,890.460/2008,1719501150530,,
991,1691496686950,12,831.287/2010,1705924609445,,
992,1691496686950,12,831.293/2010,1705923359355,,
993,1691496686950,12,831.290/2010,1705922770153,,
994,1691496686950,12,831.296/2010,1705923061152,,
995,1691496686950,12,831.302/2010,1705924298945,,
996,1691496686950,12,832.565/2012,1723816889925,,
997,1691496686950,12,831.297/2010,1705923236847,,
998,1691496686950,12,832.564/2012,1723816888335,,
999,1691496915771,12,803.014/2017,1705923232654,,
1000,1691496915771,12,803.015/2017,1705922999753,,
1001,1691496915771,12,803.023/2017,1723816887027,,
1002,1691496915771,12,803.234/2015,1705922911345,,
1003,1691496915771,12,803.235/2015,1705924246550,,
1004,1691496915771,12,803.269/2011,1723816885425,,
1005,1691496915771,12,803.270/2011,1726576375236,,
1006,1691496972906,12,803.499/2011,1705922806642,,
1007,1691496972906,12,803.501/2011,1705923179241,,
1008,1691496972906,12,803.498/2011,1705922819853,,
1009,1691496972906,12,803.502/2011,1705923004558,,
1010,1691496972906,12,803.500/2011,1705923307248,,
1011,1691497170506,12,803.635/2011,1705923007641,,
1012,1691497182504,12,803.671/2011,1705924150048,,
1013,1691497194951,12,803.681/2011,1705922920253,,
1014,1691497205506,12,803.231/2012,1705922875548,,
1015,1691497216634,12,803.634/2011,1705923302946,,
1016,1691497231304,12,803.670/2011,1705923079942,,
1017,1691497246357,12,803.673/2011,1705923796754,,
1018,1691497259662,12,803.682/2011,1705922813754,,
1019,1691497367207,12,803.633/2011,1705924266257,,
1020,1691497426134,12,803.625/2011,1705923209050,,
1021,1691497476854,12,866.887/2018,1705923818650,,
1022,1691497489815,12,867.417/2017,1714832609031,,
1023,1691497503810,12,866.145/2019,1705923358146,,
1024,1691497515107,12,867.416/2017,1714832604631,,
1025,1691497525239,12,867.418/2017,1714832599731,,
1026,1691500365863,12,831.174/2016,1705923058841,,
1027,1691500365863,12,832.378/2013,1705922480441,,
1028,1691500365863,12,832.185/2013,1723816880628,,
1029,1691500365863,12,832.184/2013,1723816877218,,
1030,1691500365863,12,832.079/2018,1726782128275,,
1031,1691500365863,12,832.078/2018,1725555952294,,
1032,1691500365863,12,832.077/2018,1705922708941,,
1033,1691500365863,12,832.076/2018,1705924641944,,
1034,1691500365863,12,832.064/2017,1705923231041,,
1035,1691500365863,12,832.059/2017,1705923089246,,
1036,1691500365863,12,831.843/2007,1705922447741,,
1037,1691500365863,12,831.273/2018,1705923100762,,
1038,1691500365863,12,831.272/2018,1705922698846,,
1039,1691500365863,12,831.269/2018,1705924203741,,
1040,1691500365863,12,831.265/2018,1705922500442,,
1041,1691500365863,12,832.419/2016,1723816871320,,
1042,1691500365863,12,832.586/2014,1723816869433,,
1043,1691500365863,12,832.735/2014,1705922608848,,
1044,1691500365863,12,832.737/2014,1723816866618,,
1045,1691500365863,12,832.738/2014,1723816863135,,
1046,1691500365863,12,832.740/2014,1705923226045,,
1047,1691500365863,12,832.742/2014,1705923109656,,
1048,1691500365863,12,832.744/2014,1705922502645,,
1049,1691500365863,12,832.978/2014,1723816860316,,
1050,1691500365863,12,832.979/2014,1705922506660,,
1051,1691500365863,12,832.980/2014,1732531787996,,
1052,1691500365863,12,832.981/2014,1723816857915,,
1053,1691500365863,12,832.982/2014,1723816855839,,
1054,1691500365863,12,832.984/2014,1705923121463,,
1055,1691500365863,12,833.114/2013,1705922733941,,
1056,1691500365863,12,833.115/2013,1705924593946,,
1057,1691500365863,12,833.116/2013,1705922987446,,
1058,1691500365863,12,833.117/2013,1705923103052,,
1059,1691500365863,12,833.118/2013,1705923549848,,
1060,1691500365863,12,833.119/2013,1705922452352,,
1066,1692456287380,12,890.572/2012,1723816853026,,
1067,1692456375053,12,890.033/2023,1705922766264,,
1071,1692456624173,12,890.022/2015,1719252320019,,
1072,1692456624173,12,890.116/2016,1719252318323,,
1073,1692456624173,12,890.117/2016,1719252317817,,
1074,1692456624173,12,890.352/2016,1719252317117,,
1075,1692456624173,12,890.353/2016,1719252316020,,
1076,1692456624173,12,890.506/2014,1719252315422,,
1077,1692456624173,12,890.535/2010,1705957496304,,
1078,1692456624173,12,890.717/2011,1730460073170,,
1079,1692456624173,12,890.914/2013,1705957494484,,
1080,1692456733504,12,890.195/2021,1705924314742,,
1081,1692456743602,12,890.044/2023,1716272267393,,
1082,1692456766113,12,832.510/2022,1705924433549,,
1083,1692456874740,12,890.129/2001,1723816847529,,
1084,1692456874740,12,890.193/2021,1705923504441,,
1085,1692456874740,12,890.287/2014,1705922742951,,
1086,1692456874740,12,890.368/2015,1705922634252,,
1087,1692456874740,12,890.379/2017,1705924091045,,
1088,1692456874740,12,890.936/2013,1719252312513,,
1089,1692456874740,12,890.571/2012,1705957493997,,
1090,1692456874740,12,890.553/2012,1705957491090,,
1091,1692456874740,12,890.551/2012,1705957489892,,
1092,1692456874740,12,890.550/2012,1705957488509,,
1093,1692456874740,12,890.520/2014,1719252309614,,
1094,1692456874740,12,890.512/2014,1705922931156,,
1095,1692456874740,12,891.016/2014,1723816845423,,
1096,1692457211963,12,831.515/2020,1705924567965,,
1097,1692457211963,12,860.661/2020,1705957487015,,
1098,1692457211963,12,871.094/2020,1720887376761,,
1099,1692457211963,12,880.177/2020,1705924256045,,
1100,1692457211963,12,880.180/2020,1705923448943,,
1101,1692457211963,12,880.181/2020,1705922878142,,
1102,1692457211963,12,880.182/2020,1705924044243,,
1107,1692457474897,12,866.237/2017,1723816844523,,
1108,1692457474897,12,866.251/2009,1705923850643,,
1109,1692457474897,12,866.574/2014,1705924411841,,
1110,1692457474897,12,866.575/2014,1705924135249,,
1111,1692457474897,12,866.886/2014,1705957485187,,
1112,1692457474897,12,866.908/2014,1705923510648,,
1113,1692457474897,12,866.907/2014,1705922934743,,
1114,1692457474897,12,866.906/2014,1705924488741,,
1115,1692457558837,12,866.167/2018,1705924544241,,
1116,1692457558837,12,866.168/2018,1705923967056,,
1117,1692457558837,12,866.169/2018,1705923395852,,
1118,1692457558837,12,866.170/2018,1705922852056,,
1119,1692457558837,12,866.418/2017,1705957483884,,
1120,1692457558837,12,867.065/2021,1705923393443,,
1134,1692462448286,12,890.596/2015,1710859198752,,
1135,1692462448286,12,890.597/2015,1706008404381,,
1136,1692462583685,12,868.169/2021,1705957482613,,
1137,1692462583685,12,868.168/2021,1705957481689,,
1139,1692462760815,12,890.227/2016,1724679895157,,
1140,1692462760815,12,890.225/2016,1724679894255,,
1151,1692463090828,12,866.140/2023,1705923389455,,
1152,1692463090828,12,871.791/2022,1705924367442,,
1153,1692463133984,12,870.726/2021,1705923488250,,
1154,1692463133984,12,840.044/2023,1705923485344,,
1155,1692463133984,12,840.003/2022,1716989606716,,
1156,1692463133984,12,864.207/2021,1705922643052,,
1157,1692463133984,12,840.002/2022,1705923977642,,
1158,1692463133984,12,832.873/2021,1723816843526,,
1159,1692463180329,12,890.231/2016,1719252308614,,
1160,1692463208886,12,890.275/2005,1719252307424,,
1161,1692463242801,12,826.049/2022,1705923415356,,
1162,1692463256102,12,826.212/2022,1705923389659,,
1163,1692463327110,12,831.681/2022,1705922989456,,
1165,1692463399454,12,851.707/2021,1705922770654,,
1166,1692463422489,12,850.311/2022,1705922701550,,
1167,1692463422489,12,850.336/2022,1719416035228,,
1168,1692463422489,12,850.437/2022,1705923409546,,
1169,1692463456533,12,890.538/2011,1705924551457,,
1170,1692463456533,12,890.605/2009,1723816842816,,
1171,1692463456533,12,890.606/2009,1719252299917,,
1172,1692463456533,12,890.607/2009,1723816841533,,
1173,1692463508975,12,831.012/2020,1705923403158,,
1174,1692463508975,12,802.291/1974,1719252298013,,
1176,1692463583439,12,890.244/2021,1705922790149,,
1177,1692463596801,12,890.238/2018,1705923960954,,
1179,1692879815080,12,832.386/2023,1705923475340,,
1180,1692879815080,12,832.385/2023,1705924124445,,
1181,1692879815080,12,832.384/2023,1705924018741,,
1182,1692879815080,12,832.383/2023,1705924244945,,
1183,1692879815080,12,832.382/2023,1705923515358,,
1184,1692879815080,12,832.381/2023,1705923423842,,
1191,1694699831339,12,832.459/2023,1705924291041,,
1192,1694699831339,12,832.460/2023,1712049710043,,
1193,1694699831339,12,832.461/2023,1712049708642,,
1194,1694699831339,12,832.462/2023,1705923845648,,
1195,1694699831339,12,832.463/2023,1705922761141,,
1196,1694699831339,12,832.465/2023,1705922915052,,
1197,1695063611223,12,832.568/2023,1705957474398,,
1198,1695063611223,12,832.490/2023,1705924096765,,
1199,1695063611223,12,832.309/2023,1705924282542,,
1200,1695069169479,12,848.305/2023,1705924247441,,
1201,1695069169479,12,846.241/2023,1726782128089,,
1202,1695230160586,12,832.712/2023,1705924020244,,
1203,1695815412658,12,832.776/2023,1705923514553,,
1204,1695815412658,12,832.775/2023,1708358962921,,
1206,1696375367514,12,840.248/2023,1705924014244,,
1210,1699746709548,12,872.027/2023,1712741028562,,
1215,1700653662512,12,872.035/2023,1705922876375,,
1216,1700653662512,12,872.039/2023,1712741027570,,
1217,1700653662512,12,872.042/2023,1706907864541,,
1218,1700653662512,12,872.049/2023,1706907864377,,
1219,1700653662512,12,872.050/2023,1706907864225,,
1220,1700653662512,12,872.051/2023,1706907864064,,
1221,1700653662512,12,872.052/2023,1707391020096,,
1222,1700653662512,12,872.053/2023,1707391019114,,
1223,1700653662512,12,872.057/2023,1714036967735,,
1224,1700653662512,12,872.058/2023,1707391018293,,
1225,1700653662512,12,872.061/2023,1712741026768,,
1226,1700653662512,12,872.067/2023,1706907863908,,
1227,1700653677350,12,872.069/2023,1705922762541,,
1228,1700653677350,12,872.073/2023,1705922745752,,
1229,1700653677350,12,872.113/2023,1707391017414,,
1230,1700653677350,12,872.114/2023,1707391015909,,
1231,1700653677350,12,872.115/2023,1705924252552,,
1232,1700653677350,12,872.116/2023,1707391014295,,
1233,1700653677350,12,872.117/2023,1712741025967,,
1234,1700653677350,12,872.184/2023,1706907863761,,
1235,1700653677350,12,872.185/2023,1706907863601,,
1236,1700653677350,12,872.189/2023,1712741025069,,
1237,1700653677350,12,872.191/2023,1706907863436,,
1238,1700653677350,12,872.194/2023,1706907863298,,
1239,1700653677350,12,872.242/2023,1706907863145,,
1240,1700653677350,12,872.243/2023,1706907862997,,
1241,1700653677350,12,872.244/2023,1706907862861,,
1242,1700653691499,12,872.245/2023,1706907862601,,
1243,1700653691499,12,872.246/2023,1706907862453,,
1244,1700653691499,12,872.247/2023,1714036966544,,
1245,1700653691499,12,872.249/2023,1706907862289,,
1246,1700653691499,12,872.251/2023,1706907862154,,
1247,1701081619402,12,872.286/2023,1705922805063,,
1248,1701081619402,12,872.287/2023,1706907861998,,
1249,1701081619402,12,872.295/2023,1705923953956,,
1250,1701081619402,12,872.294/2023,1705923396254,,
1251,1701081619402,12,872.293/2023,1705924391947,,
1252,1701081619402,12,872.292/2023,1705922938860,,
1253,1701081619402,12,872.291/2023,1706907861858,,
1254,1701081619402,12,872.290/2023,1705922875947,,
1255,1701081619402,12,872.289/2023,1705922864651,,
1256,1701081619402,12,872.288/2023,1706907861710,,
1257,1701081633948,12,872.313/2023,1726782127895,,
1258,1701081633948,12,872.312/2023,1705922823241,,
1259,1701081633948,12,872.311/2023,1706907861575,,
1260,1701081633948,12,872.310/2023,1706907861421,,
1261,1701081633948,12,872.307/2023,1705922790554,,
1262,1701081633948,12,872.306/2023,1706907861281,,
1263,1701081633948,12,872.304/2023,1705922678744,,
1264,1701081633948,12,872.303/2023,1705923994855,,
1265,1701081633948,12,872.302/2023,1706907861102,,
1266,1701081633948,12,872.301/2023,1705923390555,,
1267,1701081633948,12,872.300/2023,1706907860959,,
1268,1701081633948,12,872.299/2023,1705923958558,,
1269,1701081633948,12,872.298/2023,1705922863261,,
1270,1701081633948,12,872.297/2023,1706907860614,,
1271,1701081633948,12,872.296/2023,1705924568541,,
1272,1701081646542,12,872.345/2023,1705922799744,,
1273,1701081646542,12,872.328/2023,1705922668845,,
1274,1701081646542,12,872.327/2023,1705922831458,,
1275,1701081646542,12,872.326/2023,1705922835643,,
1276,1701081646542,12,872.325/2023,1706907860302,,
1277,1701081646542,12,872.324/2023,1705924388654,,
1278,1701081646542,12,872.323/2023,1705922706658,,
1279,1701081646542,12,872.322/2023,1705922994642,,
1280,1701081646542,12,872.321/2023,1705923883549,,
1281,1701081646542,12,872.320/2023,1705922683246,,
1282,1701081646542,12,872.319/2023,1705922745067,,
1283,1701081646542,12,872.318/2023,1705924269757,,
1284,1701081646542,12,872.317/2023,1706907860168,,
1285,1701081646542,12,872.316/2023,1705924279642,,
1286,1701081646542,12,872.315/2023,1705923968041,,
1287,1701081659814,12,872.366/2023,1705923956946,,
1288,1701081659814,12,872.365/2023,1705923464052,,
1289,1701081659814,12,872.364/2023,1705923957351,,
1290,1701081659814,12,872.363/2023,1705924444542,,
1291,1701081659814,12,872.362/2023,1705922841153,,
1292,1701081659814,12,872.361/2023,1705922699551,,
1293,1701081659814,12,872.359/2023,1705923424246,,
1294,1701081659814,12,872.358/2023,1705924177541,,
1295,1701081659814,12,872.357/2023,1705922605456,,
1296,1701081659814,12,872.354/2023,1705922527868,,
1297,1701081659814,12,872.353/2023,1705922849241,,
1298,1701081659814,12,872.352/2023,1709237624622,,
1299,1701081659814,12,872.349/2023,1707391012802,,
1300,1701081659814,12,872.348/2023,1707391011895,,
1301,1701081659814,12,872.347/2023,1705922552241,,
1302,1701081672606,12,872.383/2023,1706907859996,,
1303,1701081672606,12,872.380/2023,1705923400846,,
1304,1701081672606,12,872.376/2023,1705923509056,,
1305,1701081672606,12,872.374/2023,1706907859858,,
1306,1701081672606,12,872.371/2023,1705922837947,,
1307,1701081672606,12,872.370/2023,1705924391557,,
1308,1701081672606,12,872.369/2023,1705924581241,,
